,mean,median,std,q25,q75,min,max,count
force_mean,8.098764369619838,8.257407455597665,2.742256359020881,7.134723281698794,9.391131587530488,0.3519359999999999,14.255403763494666,90
force_std,5.037108852651348,5.448649080245624,1.7305278289166472,4.273414270862234,6.075065127250138,5.551115123125783e-17,7.25868,90
force_variance,28.333917420484042,29.68783533483298,14.255752712763977,18.26225525905366,36.9070495711449,3.0814879110195774e-33,52.6884353424,90
force_min,0.9896054959403368,0.35193599999999997,2.0379940304483024,0.35193599999999997,0.35193599999999997,0.35193599999999997,11.799834817473347,90
force_max,13.682787433013882,14.869296,3.3935214374965295,14.869296,14.869296,0.35193599999999997,14.869296,90
torque_mean,-0.06646155625488845,-0.07339940412468572,0.14322681717231164,-0.16685569669010428,0.03573942286236095,-0.4270841674243765,0.2218267460445287,90
torque_std,0.2893766415306443,0.2870180413799771,0.12459625049124722,0.22799658495458514,0.39129393571402055,0.01474157028113395,0.5658934964873716,90
torque_variance,0.09909057490407178,0.08238260729403353,0.07293552793582234,0.051983305603376564,0.15311334991862618,0.0002173138943536117,0.32023544936670284,90
torque_min,-0.48347592240315884,-0.6351344999999999,0.22246626377744877,-0.6351344999999999,-0.27813129189776287,-0.6351344999999999,-0.0027838399001483554,90
torque_max,0.33367417866410737,0.40808688022764983,0.2656368368702002,0.042817206955767254,0.6351344999999999,-0.2190338348487531,0.6351344999999999,90
max_force_rate,1214.8619370821361,1451.7359999999999,391.7399147373925,1022.6060632752154,1451.7359999999999,0.0,1451.7359999999999,90
mean_force_rate,5.2010666780000925,5.3514537255027195,2.3462701540723403,3.7471771717472597,7.227467589988385,0.0,9.722990483598315,90
max_torque_rate,71.91816566585159,67.9926328078684,32.59825185025319,54.84057498887463,92.81369615412112,4.213567377909469,127.02689999999998,90
mean_torque_rate,0.29340648559123,0.26334078884588397,0.1555580675018477,0.17574158041290727,0.4048773221954409,0.008335682810214804,0.6791618030297639,90
force_jerk_rms,10181.817508901859,10567.580922843888,3900.0680088541103,8395.42145989513,13321.965731263144,0.0,16078.650645488031,90
torque_jerk_rms,571.424431279357,540.2032308107035,272.68147303072004,419.81206406557624,748.1631368373485,31.967669183205143,1150.6699166588949,90
force_jerk_max,121486.19370821358,145173.59999999998,39173.99147373925,102260.60632752154,145173.59999999998,0.0,145173.59999999998,90
torque_jerk_max,7191.816566585158,6799.2632807868395,3259.825185025319,5484.057498887463,9281.369615412112,421.3567377909469,12702.689999999999,90
force_reversals,8.088888888888889,8.0,5.3456785958788196,4.5,10.0,0.0,34.0,90
torque_reversals,10.088888888888889,10.0,5.719362823873925,6.0,14.0,2.0,34.0,90
pct_extreme_force,34.6057393094862,33.33333333333333,22.024503786678387,20.0,50.0,0.0,87.5,90
pct_extreme_torque,23.105197436526364,20.0,17.87628468160798,10.0,36.86625874125874,0.0,66.66666666666666,90
time_extreme_force,2.1887777777777777,2.0,1.6949785904171575,1.0,3.0,0.0,7.0,90
time_extreme_torque,1.2555555555555555,1.0,0.9664147934808721,1.0,2.0,0.0,4.0,90
force_total_variation,31.100420736441123,29.851930925898664,16.35632088870667,19.964696848475114,43.19683071270737,0.0,67.17808703325176,90
torque_total_variation,1.7438005704584223,1.5238568009327953,1.1476626437564827,0.887363542560835,2.5032548071418033,0.04336756271189023,4.763037334192408,90
n_steps,612.1222222222223,600.0,281.26047856745714,400.0,800.0,200.0,1568.0,90
n_commands,612.1222222222223,600.0,281.26047856745714,400.0,800.0,200.0,1568.0,90
duration,6.121222222222223,6.0,2.812604785674571,4.0,8.0,2.0,15.68,90
